date_time,sell_bid_amount,buy_bid_amount,total_contract_amount,system_price,hokkaido_area_price,tohoku_area_price,tokyo_area_price,chubu_area_price,hokuriku_area_price,kansai_area_price,chugoku_area_price,shikoku_area_price,kyushu_area_price,sell_block_bid_total_amount,total_sell_block_execution_amount,buy_block_bid_total_amount,total_buy_block_total_amount,temperature_2m,relative_humidity_2m,precipitation,rain,snowfall,pressure_msl,cloud_cover,cloud_cover_low,cloud_cover_high,cloud_cover_mid,wind_speed_10m,wind_direction_10m,wind_speed_100m,wind_direction_100m,weather_code
2022-01-03 01:00:00+00:00,22699650.0,20313175.0,17609400.0,14.555,15.08,15.08,15.08,15.08,15.08,15.08,15.08,15.08,13.25,7009875.0,3600175.0,3838150.0,3068625.0,6.381,52.188156,0.0,0.0,0.0,1019.5,0.0,0.0,0.0,0.0,24.535526,337.5741,31.018547,338.19852,0.0
2022-01-03 02:00:00+00:00,23460625.0,20652300.0,17738575.0,15.46,14.004999999999999,14.004999999999999,14.004999999999999,14.004999999999999,14.004999999999999,14.004999999999999,14.004999999999999,14.004999999999999,13.25,7374675.0,3575775.0,4432200.0,3411925.0,7.5309997,47.87602,0.0,0.0,0.0,1018.7,0.0,0.0,0.0,0.0,18.03237,333.94656,21.096123,334.7469,0.0
2022-01-03 03:00:00+00:00,23758425.0,20874975.0,17768650.0,15.46,15.274999999999999,15.274999999999999,15.274999999999999,15.274999999999999,15.274999999999999,15.274999999999999,15.274999999999999,15.274999999999999,12.559999999999999,7603975.0,3577775.0,4701950.0,3614375.0,8.281,46.86361,0.0,0.0,0.0,1017.6,6.0,6.0,0.0,0.0,9.511088,330.5242,10.00256,329.74365,0.0
2022-01-03 04:00:00+00:00,24028750.0,20998500.0,17757275.0,15.605,15.855,15.855,15.855,16.16,16.16,16.16,16.16,16.16,8.645,7804225.0,3558675.0,4911525.0,3683275.0,8.531,47.283463,0.0,0.0,0.0,1016.9,42.0,42.0,0.0,0.0,3.319036,310.60123,3.563818,315.0001,1.0
2022-01-03 05:00:00+00:00,24172300.0,21180575.0,17866200.0,15.46,16.0,16.0,16.0,16.97,16.97,16.97,16.97,16.97,7.02,8124825.0,3620675.0,4938450.0,3724475.0,8.831,47.022266,0.0,0.0,0.0,1016.6,23.0,22.0,0.0,2.0,3.8268526,138.81418,4.1046314,142.12495,1.0
2022-01-03 06:00:00+00:00,24203575.0,21070150.0,17750575.0,15.46,16.369999999999997,16.369999999999997,16.369999999999997,18.285,18.285,18.285,18.285,18.285,13.25,7955050.0,3681650.0,4736400.0,3592000.0,8.731,47.340973,0.0,0.0,0.0,1016.3,24.0,12.0,0.0,13.0,6.8777895,137.12111,7.7043357,142.59457,1.0
2022-01-03 07:00:00+00:00,24115400.0,21434425.0,17612000.0,16.74,16.744999999999997,16.744999999999997,16.744999999999997,19.9,19.9,19.9,19.9,19.9,13.25,8187875.0,3444400.0,4549225.0,3440375.0,7.481,65.49826,0.0,0.0,0.0,1016.3,39.0,39.0,0.0,2.0,6.5693827,99.46225,7.5170207,106.699326,1.0
2022-01-03 08:00:00+00:00,26035275.0,21497100.0,18172825.0,15.575,16.674999999999997,16.674999999999997,16.674999999999997,16.674999999999997,16.674999999999997,16.674999999999997,16.674999999999997,16.674999999999997,11.559999999999999,8829275.0,3119075.0,4316425.0,3408200.0,5.5309997,68.450386,0.0,0.0,0.0,1016.3,1.0,0.0,0.0,1.0,10.464798,93.945114,11.183201,93.691315,0.0
2022-01-03 09:00:00+00:00,28098125.0,20916375.0,18654125.0,11.559999999999999,13.585,13.585,13.585,13.585,13.585,13.585,13.585,13.585,1.005,9567400.0,2557675.0,3768750.0,3034125.0,4.4309998,73.36627,0.0,0.0,0.0,1016.3,1.0,0.0,0.0,1.0,11.384199,108.43504,15.844089,111.317986,0.0
2022-01-03 10:00:00+00:00,30265550.0,19494025.0,18227775.0,5.43,6.32,6.32,6.32,6.32,6.32,6.32,6.32,6.32,0.01,10336125.0,2043975.0,3299700.0,2960800.0,3.431,78.41922,0.0,0.0,0.0,1015.9,1.0,1.0,0.0,0.0,9.9571085,102.5288,15.2947035,116.56499,0.0
2022-01-03 11:00:00+00:00,32412950.0,19185475.0,18245500.0,0.01,0.505,0.505,0.505,0.505,0.505,0.505,0.505,0.505,0.01,11047750.0,2050100.0,3267700.0,2979800.0,2.881,77.76465,0.0,0.0,0.0,1015.6,1.0,1.0,0.0,0.0,7.9932976,97.76508,12.096214,126.528946,0.0
2022-01-03 12:00:00+00:00,32817000.0,19034700.0,18107500.0,0.01,0.505,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.01,11243175.0,2046775.0,3355975.0,3080025.0,2.7310002,81.21155,0.0,0.0,0.0,1014.4,0.0,0.0,0.0,0.0,8.905908,104.03627,13.849477,117.89718,0.0
2022-01-03 13:00:00+00:00,31038450.0,18897000.0,17967250.0,0.01,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,0.01,9924075.0,2093925.0,3260400.0,3028150.0,1.8809999,82.287224,0.0,0.0,0.0,1014.1,0.0,0.0,0.0,0.0,7.729527,332.24155,1.484318,75.96373,0.0
2022-01-03 14:00:00+00:00,28692950.0,18881600.0,17614100.0,1.005,9.245000000000001,9.245000000000001,9.245000000000001,9.245000000000001,7.645,7.645,7.645,7.645,0.01,8940850.0,2135875.0,3215425.0,2871275.0,0.331,87.708694,0.0,0.0,0.0,1013.8,1.0,0.0,0.0,1.0,15.463246,335.22488,15.175612,337.69376,0.0
2022-01-03 15:00:00+00:00,26632725.0,19361500.0,17070425.0,9.87,15.309999999999999,15.309999999999999,15.309999999999999,15.309999999999999,11.045,11.045,11.045,11.045,0.01,8168850.0,2162325.0,3632275.0,3043300.0,-0.669,91.91945,0.0,0.0,0.0,1013.2,1.0,0.0,0.0,1.0,11.27553,343.3007,14.021525,330.8026,0.0
2022-01-03 16:00:00+00:00,23507375.0,20003925.0,16752975.0,15.085,18.295,18.295,18.295,18.295,16.73,16.73,16.73,16.73,4.984999999999999,7614375.0,2805500.0,3708075.0,2935425.0,-0.819,90.89862,0.0,0.0,0.0,1012.6,2.0,0.0,0.0,2.0,9.339208,332.44727,10.739832,320.44037,0.0
2022-01-03 17:00:00+00:00,22692575.0,22330500.0,18332025.0,16.75,22.235,22.235,22.235,22.235,22.235,22.235,22.235,22.235,14.355,6798150.0,3509325.0,4171750.0,3190550.0,-1.3690001,91.87441,0.0,0.0,0.0,1012.3,3.0,0.0,0.0,3.0,8.0899935,302.27563,10.587917,287.81897,0.0
2022-01-03 18:00:00+00:00,23777350.0,23861075.0,19237300.0,18.0,22.235,22.235,22.235,22.235,22.235,22.235,22.235,22.235,15.46,7183050.0,4105400.0,4220425.0,3259725.0,-1.719,91.51127,0.0,0.0,0.0,1011.7,3.0,0.0,0.0,3.0,5.1919937,303.6901,7.6367526,278.13,0.0
2022-01-03 19:00:00+00:00,24101825.0,23991000.0,19517925.0,16.75,18.325,18.325,18.325,18.325,18.325,18.325,18.325,18.325,15.46,7682500.0,4400850.0,4178300.0,3177575.0,-1.569,90.17211,0.0,0.0,0.0,1011.2,7.0,0.0,0.0,7.0,4.896529,342.8972,4.1046314,285.25516,0.0
2022-01-03 20:00:00+00:00,24270375.0,23746775.0,19210275.0,16.75,19.759999999999998,19.759999999999998,19.759999999999998,19.759999999999998,19.759999999999998,19.759999999999998,19.759999999999998,19.759999999999998,15.46,7699625.0,4345225.0,4111575.0,2999350.0,-1.8690001,91.161385,0.0,0.0,0.0,1011.3,5.0,1.0,0.0,5.0,10.661107,11.689341,9.3876505,355.60138,0.0
2022-01-03 21:00:00+00:00,23434300.0,22574525.0,18843550.0,16.744999999999997,16.79,16.79,16.79,16.97,16.97,16.97,16.97,16.97,13.25,7680850.0,4353200.0,3628675.0,2708975.0,-2.2689998,92.50322,0.0,0.0,0.0,1011.8,2.0,0.0,0.0,2.0,9.746631,355.76367,13.1041975,339.07544,0.0
2022-01-03 22:00:00+00:00,22752900.0,21462625.0,18025775.0,17.355,24.73,24.73,24.73,24.73,24.73,24.73,24.73,24.73,13.25,7571000.0,4152050.0,2971300.0,2366900.0,-2.419,91.80618,0.0,0.0,0.0,1012.1,2.0,0.0,0.0,2.0,9.0,343.73972,15.978484,337.4794,0.0
2022-01-03 23:00:00+00:00,21617550.0,19795700.0,17519900.0,14.355,15.015,15.015,15.015,15.015,15.015,15.015,15.015,15.015,13.25,6629400.0,3953700.0,2168475.0,1758725.0,-0.119,84.80172,0.0,0.0,0.0,1012.4,2.0,0.0,0.0,2.0,8.654987,315.0001,19.969458,326.0234,0.0
2022-01-04 00:00:00+00:00,17878875.0,19420775.0,16717125.0,15.23,15.945,15.945,15.945,15.945,15.945,15.945,15.945,15.945,11.559999999999999,3834425.0,3661400.0,2048125.0,1631075.0,3.7810001,77.066696,0.0,0.0,0.0,1012.4,2.0,0.0,0.0,7.0,4.3349743,318.36655,11.923557,331.11353,0.0
2022-01-04 01:00:00+00:00,19976150.0,20552275.0,17963225.0,13.55,14.77,14.77,14.77,14.77,14.77,14.77,14.77,14.77,8.645,4184625.0,3837550.0,3819200.0,3218875.0,6.5309997,65.04917,0.0,0.0,0.0,1012.3,12.0,0.0,0.0,12.0,5.1165614,309.28937,8.669949,318.36655,0.0
2022-01-04 02:00:00+00:00,20536300.0,21094900.0,18243300.0,13.655000000000001,14.775,14.775,14.775,15.120000000000001,15.120000000000001,15.120000000000001,15.120000000000001,15.120000000000001,13.25,4395150.0,3893575.0,4621225.0,3778550.0,8.3810005,56.91849,0.0,0.0,0.0,1011.1,9.0,0.0,0.0,9.0,2.3051248,308.65982,2.8116899,309.8055,0.0
2022-01-04 03:00:00+00:00,20802875.0,21383725.0,18352475.0,15.23,13.995000000000001,13.995000000000001,13.995000000000001,16.275,16.275,16.275,16.275,16.275,13.25,4481100.0,3913600.0,5061725.0,4176125.0,9.331,53.382668,0.0,0.0,0.0,1010.7,24.0,0.0,0.0,24.0,0.5091169,315.0001,1.0182338,315.0001,1.0
2022-01-04 04:00:00+00:00,21126725.0,21377600.0,18395500.0,15.46,15.0,15.0,15.0,16.465,16.465,16.465,16.465,16.465,8.645,4706150.0,3960900.0,5175175.0,4365450.0,10.531,43.845882,0.2,0.2,0.0,1011.2,53.0,7.0,0.0,53.0,20.808498,329.88635,24.079666,328.44867,51.0
